name,io_pad_internal_power,io_pad_switching_power,io_pad_leakage_power,io_pad_total_power,memory_internal_power,memory_switching_power,memory_leakage_power,memory_total_power,black_box_internal_power,black_box_switching_power,black_box_leakage_power,black_box_total_power,clock_network_internal_power,clock_network_switching_power,clock_network_leakage_power,clock_network_total_power,register_internal_power,register_switching_power,register_leakage_power,register_total_power,sequential_internal_power,sequential_switching_power,sequential_leakage_power,sequential_total_power,combinational_internal_power,combinational_switching_power,combinational_leakage_power,combinational_total_power,dyn_power_unit,leak_power_unit,Combinational_Area,Noncombinational_Area,Buf/Inv_Area,Total_Buffer_Area,Total_Inverter_Area,Macro/Black_Box_Area,Net_Area,area_unit,critical_path_length,lvls_of_logic,critical_path_slack,critical_path_clock_latency,total_negative_slack,num_violating_paths,worst_hold_violation,total_hold_violation,num_hold_violations,latency_unit
GeneralizedRipplePrefixSumRegistered_vectorLength2_inputBitWidth2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266,0.0,0.0,0.1266,0.011643,0.0024334,494.7966,0.014572,0.0,0.0,0.0,0.0,0.0051778,0.0032157,183.6162,0.0085771,1mW,1nW,44.583499,71.802898,6.5702,2.35,4.22,0.0,0.0,um2,0.16,2.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength2_inputBitWidth4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2391,0.0,0.0,0.2391,0.020999,0.0056733,934.6158,0.027607,0.0,0.0,0.0,0.0,0.012735,0.0078447,411.6515,0.020992,1mW,1nW,101.368798,135.627697,18.3027,7.04,11.26,0.0,0.0,um2,0.1,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength2_inputBitWidth8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782,0.0,0.0,0.4782,0.045446,0.0073745,1869.2,0.05469,0.0,0.0,0.0,0.0,0.031975,0.022832,946.8439,0.055754,1mW,1nW,229.018394,271.255394,54.438799,16.43,38.01,0.0,0.0,um2,0.52,12.0,0.38,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength32_inputBitWidth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2095,0.0,0.0,1.2095,0.1403,0.1013,4728.1,0.2463,0.0,0.0,0.0,0.0,0.6339,0.3548,13205.0,1.0019,1mW,1nW,2425.342334,686.116585,516.22999,65.7,450.53,0.0,0.0,um2,0.85,12.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength4_inputBitWidth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266,0.0,0.0,0.1266,0.01145,0.0027479,494.7966,0.014693,0.0,0.0,0.0,0.0,0.0083684,0.0054558,294.0938,0.014118,1mW,1nW,72.272198,71.802898,21.5878,4.69,16.89,0.0,0.0,um2,0.16,2.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength4_inputBitWidth2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2391,0.0,0.0,0.2391,0.021483,0.0049565,934.6158,0.027375,0.0,0.0,0.0,0.0,0.020345,0.014013,538.5707,0.034897,1mW,1nW,123.895198,135.627697,20.6492,2.35,18.3,0.0,0.0,um2,0.28,3.0,0.63,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength4_inputBitWidth4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4641,0.0,0.0,0.4641,0.041986,0.010979,1814.3,0.05478,0.0,0.0,0.0,0.0,0.047381,0.031263,1062.0,0.079706,1mW,1nW,237.465798,263.277294,33.789599,7.04,26.75,0.0,0.0,um2,0.38,3.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength4_inputBitWidth8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9142,0.0,0.0,0.9142,0.081771,0.041884,3573.5,0.1272,0.0,0.0,0.0,0.0,0.2035,0.1159,4802.7,0.3242,1mW,1nW,950.332484,518.576488,171.294497,30.5,140.79,0.0,0.0,um2,0.1,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength64_inputBitWidth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4316,0.0,0.0,3.4316,0.4062,0.3207,13414.0,0.7403,0.0,0.0,0.0,0.0,2.4918,1.4305,40963.0,3.9633,1mW,1nW,8240.907871,1946.656357,1523.347772,126.71,1396.64,0.0,0.0,um2,0.87,23.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength8_inputBitWidth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2391,0.0,0.0,0.2391,0.021948,0.0052592,934.6158,0.028142,0.0,0.0,0.0,0.0,0.030479,0.022295,892.7902,0.053666,1mW,1nW,204.145495,135.627697,53.500199,7.04,46.46,0.0,0.0,um2,0.3,3.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength8_inputBitWidth2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782,0.0,0.0,0.4782,0.045075,0.018147,1869.2,0.065092,0.0,0.0,0.0,0.0,0.090825,0.046009,2260.0,0.1391,1mW,1nW,339.773194,271.255394,26.2808,2.35,23.93,0.0,0.0,um2,0.24,2.0,0.66,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength8_inputBitWidth4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9704,0.0,0.0,0.9704,0.090781,0.046977,3793.4,0.1416,0.0,0.0,0.0,0.0,0.2931,0.1776,5693.9,0.4765,1mW,1nW,1066.718885,550.488888,153.930397,18.77,135.16,0.0,0.0,um2,0.31,5.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,ns
GeneralizedRipplePrefixSumRegistered_vectorLength8_inputBitWidth8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8705,0.0,0.0,1.8705,0.1877,0.1017,7312.0,0.2967,0.0,0.0,0.0,0.0,0.5879,0.3382,11123.0,0.9372,1mW,1nW,2143.762371,1061.087276,330.387193,65.7,264.69,0.0,0.0,um2,0.6,11.0,0.31,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredAdder_bitwidth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042192,0.0,0.0,0.042192,0.0042645,0.00063028,164.9322,0.0050598,0.0,0.0,0.0,0.0,0.0017953,0.0010434,61.4957,0.0029002,1mW,1nW,14.079,23.934299,3.7544,2.35,1.41,0.0,0.0,um2,0.2,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredAdder_bitwidth16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626,0.0,0.0,0.5626,0.070263,0.0065532,2199.1,0.079015,0.0,0.0,0.0,0.0,0.080101,0.048745,2321.9,0.1312,1mW,1nW,423.777887,319.123993,71.802899,14.08,57.72,0.0,0.0,um2,0.55,12.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredAdder_bitwidth2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07032,0.0,0.0,0.07032,0.007884,0.0012902,274.887,0.0094491,0.0,0.0,0.0,0.0,0.0051887,0.0029744,168.577,0.0083317,1mW,1nW,35.197499,39.890499,7.5088,4.69,2.82,0.0,0.0,um2,0.23,5.0,0.67,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredAdder_bitwidth32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2376,0.0,0.0,1.2376,0.1535,0.016222,4838.0,0.1746,0.0,0.0,0.0,0.0,0.1989,0.1081,5140.3,0.3121,1mW,1nW,975.205372,702.072784,209.777096,49.28,160.5,0.0,0.0,um2,0.56,12.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredAdder_bitwidth4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547,0.0,0.0,0.1547,0.018812,0.0020814,604.7514,0.021498,0.0,0.0,0.0,0.0,0.012334,0.0082809,382.8738,0.020998,1mW,1nW,76.495899,87.759098,11.7325,4.69,7.04,0.0,0.0,um2,0.2,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredAdder_bitwidth64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7003,0.0,0.0,2.7003,0.2813,0.030184,10556.0,0.3221,0.0,0.0,0.0,0.0,0.4286,0.2396,10868.0,0.6791,1mW,1nW,2126.86754,1531.795166,504.497489,110.29,394.21,0.0,0.0,um2,0.9,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredAdder_bitwidth8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672,0.0,0.0,0.2672,0.037509,0.003094,1044.6,0.041648,0.0,0.0,0.0,0.0,0.028235,0.019493,726.9861,0.048454,1mW,1nW,140.320699,151.583897,11.7325,4.69,7.04,0.0,0.0,um2,0.2,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredEqualityComparator_bitwidth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042192,0.0,0.0,0.042192,0.004805,0.00059883,164.9322,0.0055687,0.0,0.0,0.0,0.0,0.0021978,0.0012407,63.2374,0.0035017,1mW,1nW,15.4869,23.934299,5.1623,2.35,2.82,0.0,0.0,um2,0.2,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredEqualityComparator_bitwidth16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547,0.0,0.0,0.1547,0.018956,0.00239,604.7514,0.021951,0.0,0.0,0.0,0.0,0.036345,0.018661,1224.9,0.056231,1mW,1nW,181.619094,87.759098,10.7939,9.39,1.41,0.0,0.0,um2,0.29,6.0,0.61,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredEqualityComparator_bitwidth2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042192,0.0,0.0,0.042192,0.0061645,0.00054845,164.9322,0.0068779,0.0,0.0,0.0,0.0,0.0042575,0.0022504,137.6338,0.0066455,1mW,1nW,23.464999,23.934299,2.8158,0.0,2.82,0.0,0.0,um2,0.1,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredEqualityComparator_bitwidth32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.0,0.0,0.211,0.025937,0.0030862,824.661,0.029848,0.0,0.0,0.0,0.0,0.086102,0.03889,2468.2,0.1275,1mW,1nW,367.461888,119.671497,21.118499,14.08,7.04,0.0,0.0,um2,0.34,8.0,0.56,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredEqualityComparator_bitwidth4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042192,0.0,0.0,0.042192,0.0055339,0.00052282,164.9322,0.0062216,0.0,0.0,0.0,0.0,0.0087531,0.0048786,294.3452,0.013926,1mW,1nW,46.460698,23.934299,3.7544,2.35,1.41,0.0,0.0,um2,0.1,1.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredEqualityComparator_bitwidth64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.211,0.0,0.0,0.211,0.02447,0.0030589,824.661,0.028353,0.0,0.0,0.0,0.0,0.1715,0.079787,4779.9,0.256,1mW,1nW,734.923776,119.671497,48.337898,39.89,8.45,0.0,0.0,um2,0.38,9.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredEqualityComparator_bitwidth8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1266,0.0,0.0,0.1266,0.015243,0.0018459,494.7966,0.017584,0.0,0.0,0.0,0.0,0.017341,0.0091442,622.1194,0.027107,1mW,1nW,91.513497,71.802898,6.1009,4.69,1.41,0.0,0.0,um2,0.31,6.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredMultiplier_bitwidth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028128,0.0,0.0,0.028128,0.001789,9.769e-05,109.9548,0.0019966,0.0,0.0,0.0,0.0,0.00090076,0.00055765,50.1802,0.0015086,1mW,1nW,11.2632,15.9562,4.2237,0.0,4.22,0.0,0.0,um2,0.13,2.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredMultiplier_bitwidth16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7032,0.0,0.0,0.7032,0.082467,0.025198,2748.9,0.1104,0.0,0.0,0.0,0.0,0.5078,0.3589,9313.6,0.876,1mW,1nW,1888.463195,398.904991,343.527594,21.12,322.41,0.0,0.0,um2,0.9,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredMultiplier_bitwidth2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084384,0.0,0.0,0.084384,0.0065279,0.0007229,329.8644,0.0075807,0.0,0.0,0.0,0.0,0.0033119,0.0024423,153.7852,0.005908,1mW,1nW,32.381699,47.868599,10.3246,4.69,5.63,0.0,0.0,um2,0.2,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredMultiplier_bitwidth32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6455,0.0,0.0,1.6455,0.3658,0.099947,6432.4,0.4722,0.0,0.0,0.0,0.0,2.7574,2.0492,34873.0,4.8414,1mW,1nW,7730.309611,933.437679,1332.811977,96.21,1236.61,0.0,0.0,um2,0.9,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredMultiplier_bitwidth4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1688,0.0,0.0,0.1688,0.015491,0.0028755,659.7288,0.019026,0.0,0.0,0.0,0.0,0.016098,0.010482,560.6766,0.02714,1mW,1nW,115.917099,95.737198,26.280799,9.39,16.89,0.0,0.0,um2,0.69,12.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredMultiplier_bitwidth64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3443,0.0,0.0,5.3443,1.817,0.8714,20891.0,2.7093,0.0,0.0,0.0,0.0,9.7225,6.3557,136360.0,16.2146,1mW,1nW,27233.009359,3031.677933,2480.250458,206.02,2274.23,0.0,0.0,um2,0.9,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredMultiplier_bitwidth8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2672,0.0,0.0,0.2672,0.046986,0.0039544,1044.6,0.051985,0.0,0.0,0.0,0.0,0.095101,0.063912,2421.2,0.1614,1mW,1nW,442.080596,151.583897,76.026599,0.0,76.03,0.0,0.0,um2,0.3,4.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredSubtraction_bitwidth1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042192,0.0,0.0,0.042192,0.0042645,0.00063028,164.9322,0.0050598,0.0,0.0,0.0,0.0,0.0017953,0.0010434,61.4957,0.0029002,1mW,1nW,14.079,23.934299,3.7544,2.35,1.41,0.0,0.0,um2,0.2,3.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredSubtraction_bitwidth16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5344,0.0,0.0,0.5344,0.074632,0.0067197,2089.1,0.083441,0.0,0.0,0.0,0.0,0.082711,0.048976,2312.6,0.134,1mW,1nW,436.918288,303.167793,93.859998,16.43,77.43,0.0,0.0,um2,0.45,9.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredSubtraction_bitwidth2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07032,0.0,0.0,0.07032,0.0079109,0.0012544,274.887,0.0094402,0.0,0.0,0.0,0.0,0.0052129,0.0031043,170.3186,0.0084875,1mW,1nW,36.605399,39.890499,8.9167,4.69,4.22,0.0,0.0,um2,0.28,6.0,0.63,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredSubtraction_bitwidth32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1673,0.0,0.0,1.1673,0.1509,0.014854,4563.1,0.1704,0.0,0.0,0.0,0.0,0.2017,0.1087,5198.4,0.3156,1mW,1nW,1018.850272,662.182285,250.606195,49.28,201.33,0.0,0.0,um2,0.55,10.0,0.35,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredSubtraction_bitwidth4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1547,0.0,0.0,0.1547,0.017245,0.0024742,604.7514,0.020324,0.0,0.0,0.0,0.0,0.013047,0.0085276,430.6213,0.022005,1mW,1nW,92.452098,87.759098,25.811499,11.73,14.08,0.0,0.0,um2,0.31,7.0,0.6,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredSubtraction_bitwidth64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6862,0.0,0.0,2.6862,0.2586,0.025719,10501.0,0.2948,0.0,0.0,0.0,0.0,0.4373,0.2462,10922.0,0.6944,1mW,1nW,2208.056439,1523.817066,587.094288,105.59,481.5,0.0,0.0,um2,0.89,22.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,ns
RegisteredSubtraction_bitwidth8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235,0.0,0.0,0.3235,0.036867,0.0051074,1264.5,0.043239,0.0,0.0,0.0,0.0,0.030378,0.020316,926.4451,0.05162,1mW,1nW,205.553395,183.496296,60.070398,30.5,29.57,0.0,0.0,um2,0.34,6.0,0.57,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorDirectMappedIntersectionUnitRegistered_vectorLength1_fiberLength16_tagBitWidth4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3235,0.0,0.0,0.3235,0.011771,0.0027658,1264.5,0.015801,0.0,0.0,0.0,0.0,0.0071453,0.005613,595.1906,0.013354,1mW,1nW,147.829496,183.496296,53.030899,23.46,29.57,0.0,0.0,um2,0.5,14.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorDirectMappedIntersectionUnitRegistered_vectorLength1_fiberLength32_tagBitWidth5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3938,0.0,0.0,0.3938,0.012611,0.0040808,1539.4,0.018231,0.0,0.0,0.0,0.0,0.0065368,0.0059649,1498.7,0.014,1mW,1nW,348.689891,223.386795,125.772397,68.05,57.72,0.0,0.0,um2,0.65,16.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorDirectMappedIntersectionUnitRegistered_vectorLength1_fiberLength8_tagBitWidth3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2532,0.0,0.0,0.2532,0.013232,0.0025174,989.5933,0.016739,0.0,0.0,0.0,0.0,0.0048274,0.0033059,296.0792,0.0084293,1mW,1nW,64.294098,143.605797,21.587799,11.73,9.86,0.0,0.0,um2,0.31,6.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorDirectMappedIntersectionUnitRegistered_vectorLength2_fiberLength16_tagBitWidth4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7313,0.0,0.0,0.7313,0.032614,0.0096654,2858.8,0.045138,0.0,0.0,0.0,0.0,0.054717,0.045552,5460.3,0.1057,1mW,1nW,1129.605078,414.861191,311.615193,77.43,234.18,0.0,0.0,um2,0.85,18.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorDirectMappedIntersectionUnitRegistered_vectorLength2_fiberLength32_tagBitWidth5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2236,0.0,0.0,1.2236,0.038528,0.013988,4783.0,0.0573,0.0,0.0,0.0,0.0,0.1021,0.094425,13801.0,0.2103,1mW,1nW,2781.071742,694.094685,797.340683,250.14,547.2,0.0,0.0,um2,0.9,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorDirectMappedIntersectionUnitRegistered_vectorLength2_fiberLength8_tagBitWidth3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5063,0.0,0.0,0.5063,0.026654,0.010392,1979.2,0.039025,0.0,0.0,0.0,0.0,0.032209,0.021317,1776.4,0.055302,1mW,1nW,382.47949,287.211594,158.623396,86.82,71.8,0.0,0.0,um2,0.68,15.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorDirectMappedIntersectionUnitRegistered_vectorLength4_fiberLength16_tagBitWidth4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2095,0.0,0.0,1.2095,0.066694,0.023258,4728.1,0.094679,0.0,0.0,0.0,0.0,0.186,0.144,10668.0,0.3406,1mW,1nW,2218.381053,686.116585,673.445484,258.11,415.33,0.0,0.0,um2,0.47,13.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorDirectMappedIntersectionUnitRegistered_vectorLength4_fiberLength32_tagBitWidth5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3909,0.0,0.0,2.3909,0.094763,0.031676,9346.2,0.1358,0.0,0.0,0.0,0.0,0.2216,0.2134,23990.0,0.4589,1mW,1nW,5235.979993,1356.27697,1387.250771,327.1,1060.15,0.0,0.0,um2,0.9,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorDirectMappedIntersectionUnitRegistered_vectorLength4_fiberLength8_tagBitWidth3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4922,0.0,0.0,0.4922,0.036693,0.0056057,1924.2,0.044223,0.0,0.0,0.0,0.0,0.088005,0.058323,3127.7,0.1495,1mW,1nW,668.283184,279.233494,237.935094,126.71,111.22,0.0,0.0,um2,0.15,1.0,0.75,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorParallelDec2PriorityEncoderRegistered_inputbits16_vectorLength1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782,0.0,0.0,0.4782,0.042917,0.00714,1869.2,0.051926,0.0,0.0,0.0,0.0,0.030239,0.023594,1067.3,0.0549,1mW,1nW,269.847493,271.255394,92.452098,30.5,61.95,0.0,0.0,um2,0.1,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorParallelDec2PriorityEncoderRegistered_inputbits16_vectorLength2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626,0.0,0.0,0.5626,0.051003,0.012474,2199.1,0.065676,0.0,0.0,0.0,0.0,0.049083,0.03993,1755.2,0.090768,1mW,1nW,473.523689,319.123993,148.768097,53.97,94.8,0.0,0.0,um2,0.33,6.0,0.58,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorParallelDec2PriorityEncoderRegistered_inputbits16_vectorLength4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7454,0.0,0.0,0.7454,0.06041,0.010945,2913.8,0.074269,0.0,0.0,0.0,0.0,0.1101,0.08895,6102.6,0.2051,1mW,1nW,1242.237071,422.839291,444.42709,138.44,305.98,0.0,0.0,um2,0.91,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorParallelDec2PriorityEncoderRegistered_inputbits1_vectorLength1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056256,0.0,0.0,0.056256,0.0048827,0.00036569,219.9096,0.0054683,0.0,0.0,0.0,0.0,0.00084939,0.00058273,50.301,0.0014824,1mW,1nW,9.8553,31.912399,2.8158,0.0,2.82,0.0,0.0,um2,0.15,1.0,0.76,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorParallelDec2PriorityEncoderRegistered_inputbits2_vectorLength1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084384,0.0,0.0,0.084384,0.0077864,0.0013544,329.8644,0.0094708,0.0,0.0,0.0,0.0,0.0022553,0.0012464,122.7595,0.0036245,1mW,1nW,27.219399,47.868599,9.386,2.35,7.04,0.0,0.0,um2,0.1,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorParallelDec2PriorityEncoderRegistered_inputbits2_vectorLength2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084384,0.0,0.0,0.084384,0.0077863,0.0011325,329.8644,0.0092487,0.0,0.0,0.0,0.0,0.0016691,0.0010322,93.7451,0.002795,1mW,1nW,22.526399,47.868599,5.6316,0.0,5.63,0.0,0.0,um2,0.1,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorParallelDec2PriorityEncoderRegistered_inputbits32_vectorLength1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9985,0.0,0.0,0.9985,0.075117,0.01363,3903.4,0.09265,0.0,0.0,0.0,0.0,0.063026,0.048158,2315.7,0.1135,1mW,1nW,559.874886,566.445087,177.395396,70.39,107.0,0.0,0.0,um2,0.89,23.0,0.01,1.0,0.0,0.0,0.0,0.0,0.0,ns
VectorParallelDec2PriorityEncoderRegistered_inputbits32_vectorLength2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0548,0.0,0.0,1.0548,0.091969,0.019223,4123.3,0.1153,0.0,0.0,0.0,0.0,0.1126,0.092164,4810.6,0.2096,1mW,1nW,1115.05677,598.357487,368.869792,112.63,256.24,0.0,0.0,um2,0.63,16.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,ns
